pkt_rate,byte_rate,flow_dur,src_ip_ent,dst_ip_ent,avg_pkt_size,protocol,n_flows_same_src,label
80488.0049,48938638.0858,49.5411,1.9611,0.4763,608.024,17,48,1
0.833194,70.877076,54.009,1.970951,1.970951,85.067,6,3,0
1.302626,116.611088,19.192,1.905639,1.905639,89.52,6,2,0
0.153622,8.295568,13.019,9.189825,0.0,54.0,6,1,1
1040.2759,57656.3613,102.2937,8.7361,0.0023,55.4241,1,2,1
1.027749,43.165468,1.946,9.189825,0.0,42.0,17,1,1
0.583601,31.514444,10.281,9.189825,0.0,54.0,6,1,1
19434.128,1113101.7578,48.0219,9.0194,0.0457,57.2756,1,2,1
0.52404,22.009695,7.633,9.189825,0.0,42.0,17,1,1
0.583188,57.152379,36.009,1.905639,1.905639,98.0,1,3,0
0.625065,26.252735,9.599,9.189825,0.0,42.0,17,1,1
4.203519,42691.716595,52.575,1.905639,1.905639,10156.186,6,2,0
31172.9878,2572948.9458,110.7637,9.561,0.2128,82.5378,1,1,1
0.044313,1.861166,45.133,1.905639,1.905639,42.0,0,1,0
0.04729,2.175352,42.292,1.905639,1.905639,46.0,17,2,0
0.701983,64.582445,39.887,1.918296,1.918296,92.0,0,1,0
3889.9606,224170.4215,39.5425,5.6763,0.4429,57.6279,6,3,1
0.34825,14.626502,5.743,9.189825,0.0,42.0,17,1,1
0.111062,4.664594,9.004,9.189825,0.0,42.0,17,1,1
0.466157,19.578594,10.726,9.189825,0.0,42.0,17,1,1
119939.1343,4557535.439,61.2541,7.4051,0.0463,37.9987,1,1,1
0.061431,2.580117,48.835,1.974938,1.891061,42.0,0,1,0
0.296016,12.432656,16.891,9.189825,0.0,42.0,17,1,1
0.263366,14.221754,7.594,9.189825,0.0,54.0,6,1,1
0.040517,1.701714,24.681,1.905639,1.905639,42.0,0,1,0
59245.5877,1990097.7955,3.6119,8.3709,0.0462,33.5906,1,2,1
103084.3313,8368002.9402,100.6252,7.928,0.0051,81.1763,1,1,1
1.486252,131.781026,4.037,1.905639,1.905639,88.667,0,1,0
0.350877,14.736842,2.85,9.189825,0.0,42.0,17,1,1
2.052644,110.842792,8.282,9.189825,0.0,54.0,6,1,1
0.774857,68.528391,32.264,1.918296,1.918296,88.44,6,2,0
40007.1381,2193187.6399,8.4344,9.2725,0.3503,54.8199,6,5,1
1.384922,58.16671,11.553,9.189825,0.0,42.0,17,1,1
0.380662,15.987819,10.508,9.189825,0.018204,42.0,17,1,1
33457.1657,1978309.5607,78.0677,5.5654,0.0483,59.1296,6,4,1
0.506604,49.647187,27.635,1.905639,1.905639,98.0,0,1,0
0.294399,12.36476,13.587,9.189825,0.0,42.0,17,1,1
1.02993,94.566337,32.041,1.970951,1.970951,91.818,6,3,0
1.977017,182.626962,8.093,1.891061,1.974938,92.375,6,3,0
5.054152,365.755544,9.695,1.905639,1.905639,72.367,6,2,0
0.098804,4.149788,10.121,9.189825,0.0,42.0,17,1,1
0.551146,23.148148,9.072,9.189825,0.0,42.0,17,1,1
0.110522,4.64191,18.096,9.189825,0.0,42.0,17,1,1
0.107365,5.797724,9.314,9.189825,0.0,54.0,6,1,1
1.697793,166.383701,1.178,1.970951,1.970951,98.0,1,2,0
0.57968,56.8086,18.976,1.970951,1.970951,98.0,1,2,0
117129.3677,8356374.6798,118.6637,9.7497,0.218,71.3431,1,1,1
23606.7049,1517098.5797,85.3028,9.902,0.1524,64.2656,1,2,1
16574.5408,20653790.8824,48.8764,1.68,0.1476,1246.1154,17,6,1
1.913876,80.382775,2.09,9.184875,0.018258,42.0,17,1,1
0.82964,74.645766,45.803,1.905639,1.905639,89.974,6,3,0
0.135026,5.671078,7.406,9.189825,0.0,42.0,17,1,1
32875.0245,1325926.9863,3.4651,9.9336,0.0065,40.3323,1,1,1
0.092894,3.901533,10.765,9.189825,0.0,42.0,17,1,1
0.326052,17.606782,3.067,9.184875,0.018258,54.0,6,1,1
6.134969,257.668712,4.89,9.189825,0.0,42.0,17,1,1
0.53135,22.316684,1.882,9.189825,0.0,42.0,17,1,1
97926.7467,7733611.7934,5.1681,8.3604,0.1593,78.9734,1,2,1
1.3315,168.3255,16.3256,0.8841,0.784,126.4135,1,1,0
0.266454,11.191047,7.506,9.189825,0.0,42.0,17,1,1
0.868943,46.92292,19.564,9.189825,0.0,54.0,6,1,1
0.831615,75.044907,30.062,1.970951,1.970951,90.24,6,3,0
0.204165,11.024908,19.592,9.189825,0.018204,54.0,6,1,1
3.975913,285.262101,25.906,1.970951,1.970951,71.748,6,2,0
0.609533,59.734244,16.406,1.970951,1.970951,98.0,1,3,0
177201.2957,7630486.6496,106.5502,7.5701,0.1642,43.0611,1,2,1
0.082244,3.454231,12.159,9.189825,0.0,42.0,17,1,1
24777.1036,1395580.4674,61.344,8.0862,0.3081,56.3254,6,6,1
183900.0385,15905616.1712,93.7913,9.0081,0.057,86.4906,1,2,1
0.40024,21.612968,9.994,9.189825,0.0,54.0,6,1,1
188699.7811,17682313.7055,45.0799,9.7318,0.2266,93.7061,1,1,1
2.692905,113.10202,9.655,9.189825,0.0,42.0,17,1,1
0.621387,60.895877,37.014,1.970951,1.970951,98.0,1,2,0
0.629291,61.670481,17.48,1.970951,1.970951,98.0,1,2,0
0.50431,46.854942,21.812,1.950212,1.842371,92.909,0,1,0
91833.8232,6390842.0933,46.3438,8.5353,0.0052,69.5914,1,1,1
4.015056,41410.225847,15.94,1.905639,1.905639,10313.734,6,2,0
4.0822,481.3762,1.2335,1.4321,1.0742,117.9217,1,4,0
0.160179,6.727535,12.486,9.189825,0.0,42.0,17,1,1
1.524612,64.033687,13.774,9.189825,0.0,42.0,17,1,1
0.591086,57.926469,50.754,1.970951,1.970951,98.0,1,2,0
0.576319,56.479267,34.703,1.970951,1.970951,98.0,1,3,0
0.081149,3.408261,24.646,1.970951,1.970951,42.0,0,1,0
0.668293,65.492699,29.927,1.970951,1.970951,98.0,1,2,0
0.982782,90.140734,50.876,1.970951,1.970951,91.72,6,3,0
145982.3312,11514745.7047,73.7923,8.3107,0.1108,78.8777,1,1,1
0.372717,36.526277,10.732,1.970951,1.970951,98.0,0,1,0
16157.1701,864312.7685,36.9834,6.703,0.1,53.4941,6,7,1
49048.0461,2664379.6293,59.3028,5.8784,0.3844,54.3218,6,2,1
1.541782,64.754857,3.243,9.189825,0.0,42.0,17,1,1
65502.0045,4453861.4717,24.6249,9.0437,0.0621,67.9958,1,1,1
180555.5096,5981912.357,104.915,9.9899,0.2345,33.1306,1,1,1
0.923532,38.788327,10.828,9.189825,0.0,42.0,17,1,1
0.942596,50.900179,10.609,9.189825,0.0,54.0,6,1,1
2.858399,120.05277,13.644,9.189825,0.0,42.0,17,1,1
0.846998,75.044044,29.516,1.970951,1.970951,88.6,6,3,0
84381.04,67021894.9229,58.5308,0.5552,0.4888,794.2767,17,12,1
95966.4098,4980843.6439,111.6054,8.6287,0.0041,51.9019,1,2,1
1.323189,55.573933,18.138,9.189825,0.0,42.0,17,1,1
0.056868,2.615915,52.754,1.970951,1.970951,46.0,17,3,0
1.188052,64.154786,5.892,9.189825,0.0,54.0,6,1,1
0.320667,13.468013,12.474,9.189825,0.0,42.0,17,1,1
20291.933,902758.4231,81.6051,8.08,0.0709,44.4885,6,3,1
0.085,3.570012,35.294,1.970951,1.970951,42.0,0,1,0
2.1809,182.8778,26.1434,0.1191,0.6676,83.8558,1,2,0
0.200682,8.428657,4.983,1.905639,1.905639,42.0,0,1,0
0.036153,1.663051,27.66,1.918296,1.918296,46.0,17,2,0
0.245851,10.325753,8.135,9.189825,0.0,42.0,17,1,1
4.042367,41370.894961,31.912,1.970951,1.970951,10234.326,6,2,0
162564.8313,12926237.4244,103.4974,10.1612,0.0502,79.5144,1,2,1
0.031491,1.448591,31.755,1.905639,1.905639,46.0,17,3,0
19253.157,1018949.1473,32.782,5.5221,0.0463,52.9237,6,5,1
1.358696,73.369565,10.304,9.189825,0.0,54.0,6,1,1
0.674732,66.123779,42.98,1.970951,1.970951,98.0,1,2,0
0.501469,47.138047,27.918,1.891061,1.974938,94.0,0,1,0
34485.095,37654528.485,44.9603,0.4567,0.3875,1091.9073,17,26,1
0.939408,39.455143,2.129,9.189825,0.0,42.0,17,1,1
0.315259,30.895334,6.344,1.905639,1.905639,98.0,1,3,0
32258.635,1448924.4821,27.9339,5.6997,0.0676,44.9159,6,5,1
4.012791,41387.192509,47.847,1.918296,1.918296,10313.818,6,1,0
7.319988,529.728115,6.694,1.905639,1.905639,72.367,6,2,0
4.871568,263.064659,6.774,9.189825,0.0,54.0,6,1,1
1.05838,93.772491,23.621,1.905639,1.905639,88.6,6,2,0
15.264942,22670.211851,58.107,1.448816,1.842371,1485.116,17,3,0
0.251995,13.607728,11.905,9.189825,0.0,54.0,6,1,1
0.481327,44.719627,45.707,1.459148,1.459148,92.909,0,1,0
0.801882,68.302505,56.118,1.521928,0.970951,85.178,6,2,0
1.14553,103.670469,20.951,1.970951,1.970951,90.5,6,3,0
0.652133,27.389603,10.734,9.189825,0.0,42.0,17,1,1
5.761844,241.997439,6.248,9.189825,0.0,42.0,17,1,1
3.875894,276.512864,51.343,1.905639,1.905639,71.342,6,2,0
0.485201,26.200873,2.061,9.189825,0.0,54.0,6,1,1
1.829826,165.751754,6.558,1.918296,1.918296,90.583,6,1,0
0.691244,61.290323,8.68,1.905639,1.905639,88.667,0,1,0
4.409486,185.198427,8.391,9.189825,0.0,42.0,17,1,1
0.446429,18.75,6.72,9.189825,0.0,42.0,17,1,1
0.781908,69.770239,49.878,1.970951,1.970951,89.231,6,3,0
5.147094,56077.300845,21.177,0.918296,0.918296,10894.945,6,1,0
48103.0754,2811408.9823,60.1693,7.547,0.4217,58.4455,6,8,1
12.315271,665.024631,2.03,9.189825,0.0,54.0,6,1,1
7.937848,428.64381,17.763,9.189825,0.0,54.0,6,1,1
0.042989,1.977474,46.524,1.905639,1.905639,46.0,17,3,0
94.051301,3950.15463,5.497,9.189825,0.0,42.0,17,1,1
24416.8723,826791.996,110.86,9.4095,0.068,33.8615,1,2,1
0.046085,1.935573,21.699,1.970951,1.970951,42.0,0,1,0
50550.3804,3542929.7781,16.2128,10.3926,0.1134,70.0871,1,2,1
1.19403,108.00995,20.1,1.891061,1.974938,90.458,6,3,0
0.432807,18.177884,18.484,9.189825,0.0,42.0,17,1,1
8755.2859,9533677.9383,11.6078,1.4597,0.3792,1088.9054,17,6,1
0.042491,1.954577,47.069,1.974938,1.891061,46.0,17,3,0
33957.9028,1513948.0239,20.7188,6.3737,0.3395,44.5831,6,9,1
0.097609,5.270864,10.245,9.189825,0.0,54.0,6,1,1
0.663864,62.993288,54.228,1.918296,1.918296,94.889,0,1,0
17549.2714,802002.8386,85.2277,5.7001,0.4963,45.7001,6,2,1
0.446329,18.745816,13.443,9.189825,0.0,42.0,17,1,1
3.443088,245.442972,34.562,1.970951,1.970951,71.286,6,2,0
1.193317,50.119332,4.19,9.189825,0.0,42.0,17,1,1
352.689704,19264.695404,2.807,9.184875,0.0,54.622,6,1,1
14.916829,22177.453027,29.698,1.905639,1.905639,1486.74,17,3,0
0.578226,54.353213,24.212,1.918296,1.918296,94.0,0,1,0
0.054579,2.292326,18.322,1.970951,1.970951,42.0,0,1,0
0.616916,56.883935,47.008,1.905639,1.905639,92.207,0,1,0
0.509313,27.50291,13.744,9.189825,0.0,54.0,6,1,1
5.192207,56568.856285,20.993,1.905639,1.905639,10894.954,6,1,0
8341.6693,477740.3129,79.9696,7.0325,0.2489,57.2715,6,7,1
0.709572,67.551267,28.186,1.905639,1.905639,95.2,0,1,0
0.164105,6.892402,18.281,9.189825,0.0,42.0,17,1,1
0.39426,38.637439,12.682,1.970951,1.970951,98.0,1,3,0
3.4734,387.7943,4.527,0.7803,0.3376,111.6485,1,3,0
2.579536,139.294927,1.163,9.189825,0.0,54.0,6,1,1
0.728957,71.43776,23.321,1.970951,1.970951,98.0,1,2,0
3.305121,236.424291,32.374,1.970951,1.970951,71.533,6,2,0
161282.6666,12806142.1102,17.601,8.524,0.0884,79.4019,1,2,1
0.032733,1.505728,30.55,1.905639,1.905639,46.0,17,3,0
10.268562,554.50237,2.532,9.184875,0.018258,54.0,6,1,1
0.051701,2.378244,38.684,1.905639,1.905639,46.0,17,3,0
18.800662,27951.703943,23.563,1.970951,1.970951,1486.74,17,3,0
0.927357,82.766615,12.94,1.905639,1.905639,89.25,6,2,0
22302.809,1276938.9916,45.4572,7.9502,0.0501,57.2546,6,7,1
47918.157,52199655.284,21.3711,0.6353,0.4538,1089.3502,17,37,1
0.825531,74.232582,46.031,1.970951,1.970951,89.921,6,3,0
2.737226,114.963504,1.096,9.189825,0.0,42.0,17,1,1
2.397722,221.489585,6.673,1.918296,1.918296,92.375,6,2,0
0.108992,4.577657,18.35,9.189825,0.0,42.0,17,1,1
4.278822,305.211299,58.661,1.918296,1.918296,71.331,6,1,0
88870.0588,57224082.0362,42.7064,1.7043,0.4107,643.9073,17,42,1
0.068852,2.891765,14.524,9.189825,0.0,42.0,17,1,1
89354.6119,4093583.3382,3.7189,10.032,0.0494,45.8128,1,2,1
0.124844,5.243446,8.01,9.189825,0.0,42.0,17,1,1
2.3465,126.710989,2.557,9.189825,0.0,54.0,6,1,1
28.593608,42604.476646,7.729,1.905639,1.905639,1490.0,17,3,0
1.855861,77.94618,3.233,9.189825,0.0,42.0,17,1,1
0.538286,52.751985,14.862,1.970951,1.970951,98.0,1,3,0
0.569233,23.907784,7.027,9.189825,0.0,42.0,17,1,1
4.101758,42086.859499,47.053,1.905639,1.905639,10260.689,6,2,0
3.900816,39922.225582,33.07,1.970951,1.970951,10234.326,6,2,0
27401.8493,2687916.3765,32.2449,8.3304,0.1698,98.0925,1,2,1
3.610853,258.812201,58.158,1.842371,1.950212,71.676,6,1,0
30627.6951,36915801.4951,51.1117,2.917,0.328,1205.3079,17,29,1
11230.4436,644342.8402,63.7226,5.4537,0.1194,57.3747,6,6,1
0.566864,23.808297,19.405,9.189825,0.0,42.0,17,1,1
0.260146,10.926119,7.688,9.189825,0.0,42.0,17,1,1
199978.587,6485519.6692,44.9425,9.9831,0.2979,32.4311,1,2,1
0.228311,12.328767,4.38,9.189825,0.0,54.0,6,1,1
198521.6802,18947213.0441,82.1684,9.8943,0.2533,95.4415,1,1,1
25779.1907,1461289.1339,68.8229,7.9961,0.051,56.6848,1,1,1
107299.445,5653686.5404,29.5195,8.6589,0.1065,52.6907,1,1,1
3.3604,380.6779,21.6843,0.9526,0.3558,113.2825,1,3,0
66091.1716,87650623.0269,15.6954,0.5983,0.3685,1326.2077,17,29,1
5.107252,275.791624,3.916,9.184875,0.018258,54.0,6,1,1
17.129379,25466.939912,25.862,1.970951,1.970951,1486.74,17,3,0
0.660502,64.729194,15.14,1.970951,1.970951,98.0,1,2,0
192203.5693,12141823.4425,65.2403,8.4066,0.0461,63.1717,1,1,1
1.862631,100.582072,12.885,9.189825,0.0,54.0,6,1,1
1.811342,97.812456,7.177,9.189825,0.0,54.0,6,1,1
4.4844,522.527,12.6626,1.3721,0.2611,116.5222,1,3,0
0.321634,30.394404,49.746,1.905639,1.905639,94.5,0,1,0
4.4628,315.3728,22.1341,1.2473,1.0233,70.6669,1,1,0
0.380807,15.993907,13.13,9.189825,0.0,42.0,17,1,1
1.292394,118.665309,25.534,1.905639,1.905639,91.818,6,3,0
94444.6061,77834678.1303,56.4013,1.0557,0.2774,824.1305,17,31,1
5.080089,359.338552,19.291,1.905639,1.905639,70.735,6,1,0
1629.7686,153137.5272,8.1104,10.1796,0.0677,93.9627,1,1,1
0.88968,37.366548,2.248,9.189825,0.0,42.0,17,1,1
1.54827,65.027322,10.98,9.189825,0.0,42.0,17,1,1
0.896772,87.883619,10.036,1.918296,1.918296,98.0,1,2,0
36743.674,1718452.9265,45.8149,7.8146,0.4185,46.7687,6,3,1
0.868583,46.9035,11.513,9.184875,0.018258,54.0,6,1,1
0.267094,11.217949,3.744,9.189825,0.0,42.0,17,1,1
0.823321,69.158927,38.867,1.905639,1.905639,84.0,6,2,0
1.9846,193.945,19.5584,0.8136,1.1923,97.7226,1,2,0
3.954802,349.717514,1.77,1.918296,1.918296,88.429,6,2,0
0.146843,7.929515,6.81,9.189825,0.0,54.0,6,1,1
187166.5367,10669677.9577,48.2435,9.2777,0.1581,57.0063,1,1,1
3.314853,237.157368,51.586,1.905639,1.905639,71.544,6,1,0
2.043199,180.677175,3.426,1.905639,1.905639,88.429,6,3,0
0.853424,83.635588,4.687,1.905639,1.905639,98.0,1,3,0
0.701919,29.48058,4.274,6.491853,0.0,42.0,0,1,1
0.206214,11.135551,14.548,9.189825,0.0,54.0,6,1,1
3.8343,314.5291,20.5866,0.0232,0.1727,82.0304,1,2,0
0.278111,26.05682,46.744,1.905639,1.905639,93.692,0,1,0
3.7351,418.5864,15.2126,0.7729,0.1297,112.0685,1,3,0
73551.3661,98132362.206,6.4924,1.7028,0.342,1334.2018,17,34,1
1.545595,64.914992,13.587,9.189825,0.018204,42.0,17,1,1
0.545901,29.478664,10.991,9.189825,0.0,54.0,6,1,1
0.074104,3.112379,53.978,1.905639,1.905639,42.0,0,1,0
35437.0665,1554847.6058,81.3862,7.7637,0.2622,43.8763,1,1,1
0.765632,32.156529,11.755,9.189825,0.0,42.0,17,1,1
0.833375,69.574221,39.598,1.918296,1.918296,83.485,6,2,0
16.3781,24332.24146,40.603,1.905639,1.905639,1485.657,17,2,0
159194.6533,14258489.4151,7.8557,9.3036,0.1303,89.5664,1,1,1
0.255768,25.065221,19.549,1.970951,1.970951,98.0,1,2,0
0.704894,64.524875,36.885,1.918296,1.918296,91.538,0,1,0
68917.9962,51076406.8641,40.204,2.8402,0.1608,741.1186,17,30,1
2.015367,84.645421,7.939,9.189825,0.0,42.0,17,1,1
71395.317,80720993.7113,31.6744,1.3434,0.2371,1130.6203,17,49,1
1293.729,1720914.9972,17.0379,0.0511,0.1974,1330.1974,17,9,1
9.637545,638.59208,4.773,1.0,1.0,66.261,6,1,0
0.600583,58.857176,34.966,1.970951,1.970951,98.0,1,3,0
0.694316,64.154786,43.208,1.5,1.5,92.4,0,1,0
1.20603,80.40201,4.975,1.905639,1.905639,66.667,6,1,0
1.636661,68.739771,12.22,9.189825,0.0,42.0,17,1,1
1.004662,92.107378,49.768,1.950212,1.842371,91.68,6,2,0
67014.7608,4426835.8627,88.5,9.7769,0.2972,66.0576,1,2,1
2.466091,103.575832,5.677,9.189825,0.0,42.0,17,1,1
0.435419,40.720357,57.416,1.918296,1.918296,93.52,0,1,0
104243.8995,3562438.9087,82.2375,8.6132,0.2231,34.1741,1,1,1
0.783978,32.92709,14.031,9.189825,0.0,42.0,17,1,1
0.835577,81.886547,10.771,1.905639,1.905639,98.0,1,3,0
0.841153,71.591461,53.498,1.905639,1.905639,85.111,6,2,0
4.6043,411.0759,22.5675,0.1429,0.3855,89.2807,1,3,0
5.477308,393.583725,8.946,1.970951,1.970951,71.857,6,2,0
0.91488,81.021738,27.326,1.905639,1.905639,88.56,6,3,0
4.785313,341.410362,22.987,1.905639,1.905639,71.345,6,2,0
24413.1408,2340963.8309,41.8386,8.1312,0.1556,95.8895,1,1,1
1.081303,98.398553,53.639,1.970951,1.970951,91.0,6,3,0
7.770377,419.600381,6.306,9.189825,0.0,54.0,6,1,1
0.181389,7.618357,5.513,1.905639,1.905639,42.0,0,1,0
0.423325,17.779659,18.898,9.189825,0.0,42.0,17,1,1
0.91954,49.655172,10.875,9.189825,0.0,54.0,6,1,1
156152.4234,7308510.4195,68.5394,9.4323,0.1702,46.8037,1,1,1
4.385591,315.379375,23.486,1.905639,1.905639,71.913,6,1,0
0.118686,7.833297,58.979,1.521928,0.970951,66.0,0,1,0
1.198015,64.692795,5.843,9.189825,0.0,54.0,6,1,1
96440.3144,3839092.4307,6.809,8.5351,0.2174,39.808,1,2,1
2.575245,237.566393,6.213,1.970951,1.970951,92.25,6,3,0
1.285898,118.146748,25.663,1.970951,1.970951,91.879,6,3,0
0.571577,56.014549,38.49,1.970951,1.970951,98.0,1,2,0
14.617369,789.337919,1.163,9.189825,0.0,54.0,6,1,1
0.816001,69.432607,55.147,0.970951,1.521928,85.089,6,2,0
65430.487,5757224.8291,8.6791,7.1581,0.196,87.9899,1,1,1
0.072807,3.057881,13.735,9.189825,0.018204,42.0,17,1,1
0.604961,56.77668,44.631,1.5,1.5,93.852,0,1,0
0.916219,80.486301,56.755,1.459148,1.459148,87.846,6,2,0
0.331104,13.906364,15.101,9.189825,0.0,42.0,17,1,1
4.552871,48624.585505,37.998,1.905639,1.905639,10679.983,6,1,0
1.449,106.6806,22.7846,1.1984,0.8422,73.6233,1,3,0
18.60016,27653.608767,23.817,1.905639,1.905639,1486.74,17,3,0
36297.9307,1993776.3725,55.4478,8.3738,0.0984,54.9281,6,9,1
0.06257,2.627956,31.964,1.891061,1.974938,42.0,0,1,0
23.830063,35506.793185,9.274,1.905639,1.905639,1490.0,17,2,0
0.119674,5.026328,8.356,9.189825,0.0,42.0,17,1,1
1.466813,79.207921,2.727,9.184875,0.018258,54.0,6,1,1
4.377964,183.874498,8.223,9.189825,0.0,42.0,17,1,1
0.808579,71.431611,46.996,1.970951,1.970951,88.342,6,3,0
153085.0607,12533965.9413,49.8203,10.3239,0.1498,81.8758,1,2,1
2.707093,113.697888,1.847,9.184875,0.018258,42.0,17,1,1
134795.5662,11346257.5799,119.6701,8.017,0.0833,84.1738,1,2,1
4.0774,392.8691,1.5632,1.1601,0.1554,96.3533,1,3,0
1.023856,43.001945,9.767,9.189825,0.0,42.0,17,1,1
1.5397,113.5876,29.5991,0.5498,0.2986,73.7704,1,4,0
1.410271,59.231402,8.509,9.189825,0.0,42.0,17,1,1
1.088428,98.88768,37.669,1.970951,1.970951,90.854,6,3,0
1.937984,104.651163,9.804,9.189825,0.0,54.0,6,1,1
0.037985,1.747322,26.326,1.970951,1.970951,46.0,17,3,0
0.125203,5.258545,7.987,1.970951,1.970951,42.0,0,1,0
0.078908,3.314132,12.673,1.970951,1.970951,42.0,0,1,0
4.791,386.5138,25.4997,0.9247,1.3849,80.6749,1,4,0
174058.8473,14780503.8257,17.417,7.4369,0.2383,84.9167,1,2,1
1.072833,45.059006,8.389,9.189825,0.0,42.0,17,1,1
76.298701,4120.12987,0.616,9.189825,0.0,54.0,6,1,1
6.945338,498.5209,7.775,1.918296,1.918296,71.778,6,1,0
1733.4987,93553.8329,60.2905,8.944,0.2162,53.9682,1,1,1
3.475616,248.723797,46.035,1.905639,1.905639,71.562,6,1,0
0.901917,37.880496,8.87,9.189825,0.018204,42.0,17,1,1
3.433781,144.218815,16.891,9.189825,0.0,42.0,17,1,1
4.5351,438.5543,26.2804,0.9896,0.845,96.7025,1,3,0
1.212077,111.253948,27.226,1.905639,1.905639,91.788,6,2,0
15655.0672,786350.4504,5.3128,5.9618,0.2597,50.2298,6,6,1
36303.6646,2164536.5741,49.1852,6.0945,0.4785,59.6231,6,3,1
0.66673,65.339556,20.998,1.0,1.0,98.0,1,1,0
0.069286,2.909998,14.433,9.189825,0.018204,42.0,17,1,1
0.445673,18.718246,11.219,9.189825,0.018204,42.0,17,1,1
48047.1985,35351454.2412,22.1,1.1984,0.0011,735.7652,17,24,1
1.223657,51.39361,7.355,9.189825,0.0,42.0,17,1,1
15.47966,22989.092686,57.301,1.459148,1.459148,1485.116,17,3,0
0.845424,76.522335,43.765,1.905639,1.905639,90.514,6,3,0
0.148544,6.238859,6.732,9.189825,0.0,42.0,17,1,1
3.060564,219.791646,50.971,1.970951,1.970951,71.814,6,2,0
1.25,52.5,7.2,9.189825,0.0,42.0,17,1,1
6.778309,486.177565,7.524,1.918296,1.918296,71.725,6,1,0
1.104871,46.404567,10.861,9.189825,0.0,42.0,17,1,1
109639.0667,9020149.7036,78.6943,9.177,0.162,82.2713,1,2,1
4.213686,41924.32682,34.649,1.970951,1.970951,9949.562,6,2,0
8375.7818,426471.9925,88.1182,7.1449,0.3708,50.9173,6,9,1
41927.2544,2107505.6093,12.0206,7.3449,0.4858,50.2658,6,4,1
0.348099,14.620137,11.491,9.189825,0.0,42.0,17,1,1
2.656748,111.583422,3.764,9.184875,0.018258,42.0,17,1,1
0.149477,6.278027,6.69,1.970951,1.970951,42.0,0,1,0
0.631512,57.467635,38.004,1.918296,1.918296,91.0,0,1,0
12291.9774,15240742.4592,13.8006,1.0665,0.4105,1239.8935,17,18,1
4.608902,248.880695,7.594,9.189825,0.0,54.0,6,1,1
3.731343,156.716418,9.648,9.189825,0.0,42.0,17,1,1
2.520012,136.08064,6.746,9.189825,0.0,54.0,6,1,1
0.100888,4.237288,9.912,1.970951,1.970951,42.0,0,1,0
0.631753,58.252004,45.904,1.905639,1.905639,92.207,0,1,0
0.476758,25.744934,8.39,9.184875,0.018258,54.0,6,1,1
0.279799,15.109121,7.148,9.189825,0.0,54.0,6,1,1
1.33697,119.685545,18.699,1.918296,1.918296,89.52,6,2,0
1.293996,69.875776,7.728,9.189825,0.0,54.0,6,1,1
0.610614,59.84013,54.044,1.970951,1.970951,98.0,1,3,0
157686.4467,11323624.845,104.033,8.7739,0.0478,71.811,1,1,1
0.041109,1.89102,48.651,1.905639,1.905639,46.0,17,3,0
0.524962,28.347945,19.049,9.189825,0.018204,54.0,6,1,1
0.33366,30.363064,47.953,1.905639,1.905639,91.0,0,1,0
90755.6141,119252396.9358,33.7061,2.7048,0.0985,1313.9947,17,30,1
0.970403,40.756914,10.305,9.189825,0.0,42.0,17,1,1
0.944287,92.540132,5.295,1.905639,1.905639,98.0,1,2,0
7.438895,312.433581,4.705,9.189825,0.0,42.0,17,1,1
0.093475,6.543279,21.396,1.905639,1.905639,70.0,0,1,0
2.638522,142.480211,6.064,9.189825,0.0,54.0,6,1,1
3.807069,38665.358597,34.147,1.970951,1.970951,10156.2,6,2,0
0.511666,21.489971,9.772,9.189825,0.0,42.0,17,1,1
165761.44,7472909.3197,40.1115,7.9192,0.1513,45.0823,1,1,1
0.736558,72.182666,24.438,1.905639,1.905639,98.0,1,3,0
105247.3434,4857843.4455,85.4589,8.5635,0.037,46.1564,1,2,1
0.819085,69.878161,39.068,1.891061,1.974938,85.312,6,3,0
159412.4478,11616141.7284,102.4806,8.2166,0.1857,72.8685,1,2,1
125162.3829,11009757.2034,69.466,10.1713,0.0036,87.9638,1,2,1
0.444286,43.540075,11.254,1.905639,1.905639,98.0,1,3,0
10948.9267,442740.5584,30.813,7.4601,0.3154,40.4369,6,2,1
3.73976,39179.360085,33.692,1.905639,1.905639,10476.437,6,2,0
15.304889,22754.396269,28.945,1.905639,1.905639,1486.74,17,3,0
1.954397,105.537459,3.07,9.189825,0.0,54.0,6,1,1
0.985144,90.258896,50.754,1.905639,1.905639,91.62,6,3,0
0.28335,11.900714,17.646,9.189825,0.0,42.0,17,1,1
12779.5986,14973972.6753,40.7253,2.0304,0.4623,1171.7092,17,7,1
0.977836,95.827901,6.136,1.918296,1.918296,98.0,1,1,0
0.541565,29.244517,18.465,9.189825,0.0,54.0,6,1,1
17.156863,161885.416667,1.632,1.0,1.0,9435.607,6,1,0
3.406775,244.937596,31.408,1.905639,1.905639,71.897,6,2,0
0.122309,6.604697,8.176,9.189825,0.0,54.0,6,1,1
0.081462,4.942026,36.827,1.974938,1.891061,60.667,0,1,0
15073.8295,1192673.2395,46.627,7.0701,0.171,79.1221,1,2,1
43091.9149,2474754.6112,87.8984,6.8165,0.4073,57.4297,6,3,1
0.052206,2.192639,19.155,9.189825,0.0,42.0,17,1,1
2.836005,119.112207,8.11,9.189825,0.0,42.0,17,1,1
0.779747,42.106358,19.237,9.189825,0.0,54.0,6,1,1
8.734714,471.67457,4.007,9.184875,0.018258,54.0,6,1,1
0.524246,22.018349,3.815,9.184875,0.018258,42.0,17,1,1
